drugId,HRCHY_1,HRCHY_2,HRCHY_3,HRCHY_4,HRCHY_5,HRCHY_6
75686,Corticosteroid agonist,"prednisone, Macleods",,,,
75901,Corticosteroid agonist,"loteprednol etabonate, Kala Pharmaceuticals, 1%",,,,
75979,Corticosteroid agonist,"clobetasol 0.05% (oral rinse), unspecfied",,,,
76156,Corticosteroid agonist,"triamcinolone (liquid), unspecified",,,,
76217,Corticosteroid agonist,hydrocortisone sodium succinate,,,,
77189,Corticosteroid agonist,"budesonide (inhaled) DPI, Ache",,,,
78156,Corticosteroid agonist,"dexamethasone punctum plug, Ocular",,,,
78324,Corticosteroid agonist,"mometasone furoate (transnasal), Perrigo",,,,
78773,Corticosteroid agonist,"triamcinolone hexacetonide, Sandoz",,,,
79344,Corticosteroid agonist,"dexchlorpheniramine + betamethasone (tablet), unspecified",,,,
79877,Corticosteroid agonist,Fludrocortisone (capsule),,,,
81980,Corticosteroid agonist,"mometasone nasal spray, Actavis",,,,
82472,Corticosteroid agonist,"fluticasone + salmeterol HFA pMDI, Neolab",,,,
82480,Corticosteroid agonist,"betamethasone, Biogaran",,,,
82499,Corticosteroid agonist,terconazole + clindamycin + fluocinolone,,,,
82500,Corticosteroid agonist,nystatin + metronidazole + fluocinolone,,,,
82791,Corticosteroid agonist,"hyaluronic acid, Carbylan",,,,
83302,Corticosteroid agonist,"betamethasone dipropionate, Promius Pharma",,,,
83389,Corticosteroid agonist,"mometasone furoate, Galencia",,,,
83504,Corticosteroid agonist,"prednisolone, roche",,,,
83520,Corticosteroid agonist,"triamcinolone acetonide, Wakamoto",,,,
83768,Corticosteroid agonist,"betamethasone + calcipotriol, Lipidor",,,,
84176,Corticosteroid agonist,"mometasone furoate, Cipla",,,,
84242,Corticosteroid agonist,"dexamethasone sodium phosphate, Taiwan Liposome Company",,,,
85004,Corticosteroid agonist,"hyaluronan + triamcinolone acetonide, Carbylan",,,,
85432,Corticosteroid agonist,"fluorometholone, Santen",,,,
85683,Corticosteroid agonist,"triamcinolone acetonide, Bristol-Myers Squibb",,,,
86509,Corticosteroid agonist,"clotrimazole + betamethasone + gentamicin, Farmaprim",,,,
86827,Corticosteroid agonist,"fluticasone propionate, Laboratoires SMB",,,,
87001,Corticosteroid agonist,"dexamethasone sodium phosphate, Sorrento Therapeutics",,,,
87103,Corticosteroid agonist,LAS-40468,,,,
87643,Corticosteroid agonist,"triamcinolone acetonide, Neolab",,,,
88602,Corticosteroid agonist,"betamethasone + salicylic acid, Dermapharm",,,,
88755,Corticosteroid agonist,"fluticasone propionate, NicOx",,,,
89829,Corticosteroid agonist,"betamethasone, Chongqing Huapont Pharm",,,,
90040,Corticosteroid agonist,miracle mouthwash,,,,
90122,Corticosteroid agonist,"fluticasone propionate (inhaled), Perrigo",,,,
91111,Corticosteroid agonist,"budesonide + formoterol fumarate Elpenhaler, Elpen",,,,
91596,Corticosteroid agonist,"methylprednisolone acetate, Innovare",,,,
91713,Corticosteroid agonist,"methylprednisolone acetate, Chinoin",,,,
91715,Corticosteroid agonist,"deflazacort, Investigacion Farmaceutica",,,,
91790,Corticosteroid agonist,"hydrocortisone, Diurnal-3",,,,
91857,Corticosteroid agonist,"deflazacort, Farmacias Nacionales",,,,
91896,Corticosteroid agonist,"betamethasone dipropionate/sodium phosphate, Productos Maver",,,,
98398,Corticosteroid agonist,Triamcinolone Acetonide,,,,
105432,Corticosteroid agonist,"capecitabine + cyclophosphamide, Intas",,,,
109938,Corticosteroid agonist,"salmeterol + fluticasone, Sadaf Darou Saba",,,,
110993,Corticosteroid agonist,"betamethasone dipropionate, Leo",,,,
112400,Corticosteroid agonist,"dexamethasone acetate, SpineThera",,,,
119600,Corticosteroid agonist,"betamethasone, Grace Therapeutics",,,,
121338,Corticosteroid agonist,"dexamethasone, Novartis",,,,
121807,Corticosteroid agonist,"capecitabine + cyclophosphamide, Sanofi",,,,
123192,Corticosteroid agonist,"Dexametasona, Kern Pharma",,,,
123332,Corticosteroid agonist,corticosteroids,,,,
126785,Corticosteroid agonist,"fluticasone propionate MDI, Hexal",,,,
128631,Corticosteroid agonist,"betamethasone sodium phosphate, unspecified",,,,
128974,Corticosteroid agonist,"Mometasone furoate nasal spray, Dermapharm",,,,
129327,Corticosteroid agonist,SYN010 HFA inhaler,,,,
130085,Corticosteroid agonist,"fluticasone propionate, EMS",,,,
130175,Corticosteroid agonist,"betamethasone 0.05% + gentamicin 0.1%, Dermapharm",,,,
131901,Corticosteroid agonist,tazarotene + betamethasone dipropionate,,,,
135296,Corticosteroid agonist,"calcitriol + clobetasol propionate, Galderma",,,,
139617,Corticosteroid agonist,"deflazacort, Dankel Medical",,,,
145353,Corticosteroid agonist,"hydrocortisone (cream), Crookes Healthcare",,,,
146125,Corticosteroid agonist,"Clobetasol propionate (topical foam), Torrent Pharmaceutical Ltd",,,,
148881,Corticosteroid agonist,"calcipotriene/betamethasone dipropionate (ointment), unspecified",,,,
150394,Corticosteroid agonist,"cortisone, unspecified",,,,
153894,Corticosteroid agonist,"triamcinolone acetonide, unspecified-1",,,,
154193,Corticosteroid agonist,"beclomethasone dipropionate (inhalation aerosol), Amneal Ireland Limited",,,,
154673,Corticosteroid agonist,"betamethasone, Surface Pharmaceuticals",,,,
157065,Corticosteroid agonist,"fludrocortisone acetate, Eye Co Pty (intravitreal)",,,,
158795,Corticosteroid agonist,Elonide,,,,
162199,Corticosteroid agonist,"methylprednisolone, Kukje Pharma",,,,
164280,Corticosteroid agonist,"budesonide (aerosol), Jewim Pharmaceutical (Shandong) Co",,,,
166711,Corticosteroid agonist,"deflazacort, Productos Maver",,,,
167165,Corticosteroid agonist,"mometasone furoate/formoterol fumarate, Shanghai Pharmaceuticals Holding Co",,,,
167353,Corticosteroid agonist,"mometasone furoate aqueous nasal spray, Otsuka Pharmaceutical",,,,
168555,Corticosteroid agonist,ABBV-154,,,,
173722,Corticosteroid agonist,"dexamethasone acetate, Shanghai Scond Pharmaceutical Co",,,,
176191,Corticosteroid agonist,Lederlon,,,,
177642,Corticosteroid agonist,9 alpha fludrocortisone,,,,
178222,Corticosteroid agonist,"prednisone acetate, Cisen Pharmaceutical Co",,,,
178649,Corticosteroid agonist,"budesonide + arformoterol, Korea United Pharm",,,,
178741,Corticosteroid agonist,"methylprednisolone, unspecified",,,,
183895,Corticosteroid agonist,"hydrocortisone acetate, Cristcot",,,,
184045,Corticosteroid agonist,"mometasone furoate (nasal spray), Shanghai Baiying Pharmaceutical Technology Co",,,,
187096,Corticosteroid agonist,"cephalexin, Lupin",,,,
187339,Corticosteroid agonist,"deflazacort, Macleods Pharmaceuticals",,,,
188010,Corticosteroid agonist,"prednisolone, Pfizer",,,,
188011,Corticosteroid agonist,"prednisone acetate, Shandong Xinhua Pharmaceutical Co",,,,
189732,Corticosteroid agonist,DVC-01,,,,
190554,Corticosteroid agonist,"fluticasone propionate, Shanghai Baiying Pharmaceutical Technology Co",,,,
191315,Corticosteroid agonist,"triamcinolone hexacetonide, Abbott",,,,
191316,Corticosteroid agonist,"triamcinolone hexacetonide, Intrapharm Laboratories Ltd",,,,
192871,Corticosteroid agonist,SURF-201,,,,
197625,Corticosteroid agonist,"mometasone + formoterol, Joincare Pharmaceutical Group Industry",,,,
197683,Corticosteroid agonist,"dexamethasone acetate, Zhejiang Xianju Pharmaceutical Co",,,,
198006,Corticosteroid agonist,"fludrocortisone, H.A.C Pharma",,,,
199679,Corticosteroid agonist,"hydrocortisone, Tianjin Tianyao Pharmaceutical Co.",,,,
203771,Corticosteroid agonist,"dexamethasone, Anhui Golden Sun Biochemical Pharmaceutical Co.",,,,
205494,Corticosteroid agonist,"budesonide + formoterol FDC, Cipla",,,,
207342,Corticosteroid agonist,"formoterol fumarate + mometasone, Shanghai Pharma Sine Pharmaceutical Factory Co.",,,,
7959,Sulfonylurea,gliclazide,,,,
7966,Sulfonylurea,glimepiride,,,,
7972,Sulfonylurea,glipizide,,,,
7973,Sulfonylurea,"glipizide, extended-release, Pfizer",,,,
7975,Sulfonylurea,gliquidone,,,,
23900,Sulfonylurea,"metformin HCl + glibenclamide, Merck",,,,
28137,Sulfonylurea,"metformin HCl + glipizide, BMS",,,,
30743,Sulfonylurea,rosiglitazone maleate + glimepiride,,,,
34003,Sulfonylurea,pioglitazone HCl + glimepiride,,,,
38918,Sulfonylurea,"glimepiride + metformin, Sanofi",,,,
39355,Sulfonylurea,"glimepiride + metformin SR, Sanofi",,,,
57753,Sulfonylurea,"glyburide, micronized, Pfizer",,,,
57765,Sulfonylurea,glyburide,,,,
57802,Sulfonylurea,undisclosed - sulfonylurea,,,,
58441,Sulfonylurea,tolbutamide,,,,
59144,Sulfonylurea,chlorpropamide,,,,
59293,Sulfonylurea,gliclazide + metformin,,,,
59420,Sulfonylurea,"gliclazide, modified-release, Panacea",,,,
59881,Sulfonylurea,tolazamide,,,,
60015,Sulfonylurea,"glimepiride, Panacea",,,,
60017,Sulfonylurea,"glipizide, slow-release, Genovate",,,,
60263,Sulfonylurea,"glimepiride, Mylan",,,,
60408,Sulfonylurea,"glipizide + metformin HCl, Mylan",,,,
60823,Sulfonylurea,"glimepiride, Ranbaxy",,,,
60869,Sulfonylurea,"glipizide + metformin HCl, Teva",,,,
60896,Sulfonylurea,"glimepiride, Teva",,,,
60898,Sulfonylurea,"glyburide + metformin, Teva",,,,
61399,Sulfonylurea,"glyburide + metformin HCl, Actavis",,,,
62880,Sulfonylurea,"glimepiride + metformin extended release, Laboratorios Silanes",,,,
65021,Sulfonylurea,"glimepiride, Dr Reddy's",,,,
66032,Sulfonylurea,"gliclazide, Lotus",,,,
69418,Sulfonylurea,gliclazide (oral solution),,,,
69419,Sulfonylurea,"gliclazide modified-release + metformin, Servier",,,,
70208,Sulfonylurea,"glimepiride + metformin SR + pioglitazone, Abbot",,,,
72910,Sulfonylurea,"glimepiride, unspecified",,,,
73103,Sulfonylurea,"glimepiride + metformin, Laboratorios Silanes",,,,
73945,Sulfonylurea,"gliclazide, sustained-release, unspecified",,,,
74794,Sulfonylurea,glimepiride + atorvastatin,,,,
76025,Sulfonylurea,"metformin hydrochloride SR + glimepiride, unspecified",,,,
76066,Sulfonylurea,"glimepiride, ratiopharm",,,,
76292,Sulfonylurea,"gliquidone, Double-Crane Pharmaceutical",,,,
78409,Sulfonylurea,"Glimepiride, PT Dexa Medica",,,,
79475,Sulfonylurea,"glimepiride + metformin ER, GSK",,,,
81517,Sulfonylurea,gemigliptin + glimerpiride,,,,
82124,Sulfonylurea,"Gliclazide modified-release, Gedeon Richter",,,,
87553,Sulfonylurea,"glimepiride, Invagen Pharmaceuticals",,,,
88500,Sulfonylurea,"gliclazide, modified-release, Apotex",,,,
88573,Sulfonylurea,"glimepiride, Ildong",,,,
88772,Sulfonylurea,"glimepiride, 1A Farma",,,,
89211,Sulfonylurea,"glimepiride, BMM Pharma",,,,
89421,Sulfonylurea,"gliclazide, Excalibur Pharma",,,,
89488,Sulfonylurea,"glimepiride + pioglitazone HCl, Hainan group",,,,
89622,Sulfonylurea,"glibenclamide, Pharmaniaga",,,,
89649,Sulfonylurea,"glibenclamide + metformin, Shenzhen Ausa Pharmaceutical",,,,
89797,Sulfonylurea,"gliclazide MR, Actavis",,,,
89934,Sulfonylurea,"glipizide + metformin hydrochloride, Chengdu Hengrui Pharmaceu",,,,
89997,Sulfonylurea,"gliclazide sustained release, Zhongshan Zun Long",,,,
90001,Sulfonylurea,"glipizide, Shanxi Xintianyuan Pharm & Chem",,,,
90025,Sulfonylurea,"gliclazide (modified-release), Stada",,,,
90088,Sulfonylurea,"Gliclazid, ESP Pharma",,,,
90313,Sulfonylurea,"gliclazide (modified-release), Sandoz",,,,
90462,Sulfonylurea,"Glimepiride, Stada",,,,
90493,Sulfonylurea,"gliquidone, Zhongshan ZunLong Pharmaceutical",,,,
90832,Sulfonylurea,"glimepiride/metformin, Novo Nordisk",,,,
109952,Sulfonylurea,"glyburide/metformin, Landsteiner Scientific",,,,
109970,Sulfonylurea,"glibenclamide, Solfran Laboratories",,,,
110021,Sulfonylurea,"glimepiride + pioglitazone, RIMSA",,,,
110045,Sulfonylurea,"glyburide/metformin, Wockhardt",,,,
110206,Sulfonylurea,"glyburide/metformin, American Pharmaceutical Chemical Industries",,,,
110290,Sulfonylurea,"Gliclazide, Wockhardt",,,,
110291,Sulfonylurea,"gliclazide sustained-release, Wockhardt",,,,
110412,Sulfonylurea,"glibenclamide, Arlex de Mexico",,,,
110475,Sulfonylurea,"glimepiride/metformin extended-release, Wockhardt",,,,
110501,Sulfonylurea,"metformin + glibenclamide, Liferpal",,,,
110620,Sulfonylurea,"voglibose + glimepiride + metformin ER, Sun Pharma",,,,
110686,Sulfonylurea,"glibenclamide, Alpharma",,,,
111016,Sulfonylurea,"glibenclamide + metformin, Arlex de Mexico",,,,
111019,Sulfonylurea,"glibenclamide + metformin, Mavi Pharmaceuticals",,,,
111069,Sulfonylurea,"glibenclamide + metformin, Productos Farmaceuticos Collins",,,,
112623,Sulfonylurea,"pioglitazone + glimepiride, JiangSu Deyuan",,,,
113898,Sulfonylurea,"gliclazide, Pharmstandard",,,,
113899,Sulfonylurea,"glimepiride, Zdravlje",,,,
113998,Sulfonylurea,"pioglitazone + glimepiride, Hebei Aier Haitai Pharmaceutical",,,,
114560,Sulfonylurea,"gliclazide, akrikhin",,,,
114565,Sulfonylurea,"gliclazide (sustained-release), Krka",,,,
114919,Sulfonylurea,"glibenclamide + metformin, Canonpharma",,,,
114924,Sulfonylurea,"glimepiride, Canonpharma",,,,
114927,Sulfonylurea,"glimepiride, Pharmstandard",,,,
115039,Sulfonylurea,Glimicron MR,,,,
115054,Sulfonylurea,"glibenclamide + metformin HCl, Torrent",,,,
115965,Sulfonylurea,"glimepiride, vertex pharmaceutical",,,,
116036,Sulfonylurea,"glimepiride, Farmproekt",,,,
116634,Sulfonylurea,"glimepiride + metformin XR, Ranbaxy",,,,
117572,Sulfonylurea,"glimepiride, Laboratorios Pisa",,,,
117726,Sulfonylurea,"gliclazide, Canonpharma",,,,
117734,Sulfonylurea,"glibenclamide , Neolpharma",,,,
118759,Sulfonylurea,"glibenclamide + metformin HCl, Pharmstandard",,,,
119493,Sulfonylurea,"gliclazide SR, Servier",,,,
120856,Sulfonylurea,"glimepiride, Novalek Pharmaceuticals",,,,
120864,Sulfonylurea,"glimepiride, Rafarma",,,,
120949,Sulfonylurea,"BF-Gliclazide, Bright Future",,,,
121405,Sulfonylurea,"glimepiride, Siegfried Rhein",,,,
121473,Sulfonylurea,"glimepiride, Pharmasyntez",,,,
121879,Sulfonylurea,Glycomet GP1 Forte,,,,
121881,Sulfonylurea,Glycomet GP2 Forte,,,,
124205,Sulfonylurea,"glibenclamide + metformin, Berlin Chemie",,,,
126477,Sulfonylurea,"glibenclamide, Pharmasyntez",,,,
126478,Sulfonylurea,"glibenclamide, Berlin-Chemie",,,,
127521,Sulfonylurea,"glibenclamide + metformin, Pharmsynthez",,,,
127587,Sulfonylurea,"gliquidone, Pharmsynthez",,,,
128855,Sulfonylurea,"glipizide, Y.S.P industries",,,,
134288,Sulfonylurea,"gliclazide, North Star",,,,
134461,Sulfonylurea,"gliclazide MR,  Indeus Life Sciences",,,,
137602,Sulfonylurea,"metformin + glibenclamide, Siegfried Rhein",,,,
137603,Sulfonylurea,"metformin + glibenclamide, Laboratorios Pisa",,,,
139920,Sulfonylurea,"metformin + glibenclamide, Degort's Chemical",,,,
140383,Sulfonylurea,"glimepiride + metformin, Canonpharma",,,,
145552,Sulfonylurea,"glimepiride, Shandong Xinhua Pharmaceutical",,,,
146375,Sulfonylurea,"adoptive T cell therapy, Roswell Park",,,,
146434,Sulfonylurea,"glimepiride, CSPC Pharmaceutical",,,,
146949,Sulfonylurea,"glyburide, Sandoz",,,,
147422,Sulfonylurea,"glimepiride, Conquer",,,,
147603,Sulfonylurea,"gliclazide MR, Mylan Pharmaceuticals",,,,
147695,Sulfonylurea,"gliclazide MR, Ranbaxy",,,,
148185,Sulfonylurea,"glipizide, Zambon",,,,
148194,Sulfonylurea,"gliclazide (prolonged release), Krka",,,,
148195,Sulfonylurea,Gliclazid HCs,,,,
148227,Sulfonylurea,"glimepiride, Sandoz",,,,
148342,Sulfonylurea,"glimepiride + voglibose + metformin,Micro Labs",,,,
148353,Sulfonylurea,"glimepiride, BeiLu Pharmaceutical",,,,
148355,Sulfonylurea,"glimepiride, Shanghai Tiancifu Biological Engineering",,,,
148897,Sulfonylurea,"gliclazide, Vellpharm",,,,
149611,Sulfonylurea,"glimepiride, Guizhou Sheng Jitang Pharmaceutical",,,,
149812,Sulfonylurea,"glimepiride, Wanbang Biopharmaceuticals",,,,
150095,Sulfonylurea,"glimepiride, Yangtze River Pharmaceutical Group/Guangzhou Hairui Pharmaceutical",,,,
150914,Sulfonylurea,"gliclazide + metformin, Merck KGaA",,,,
150955,Sulfonylurea,"gliclazide, World Medicine",,,,
151505,Sulfonylurea,"glimepiride, Shandong DaYin HaiYang",,,,
152846,Sulfonylurea,"glipizide, Grand Pharmaceutical",,,,
153069,Sulfonylurea,"glimepiride, Apotex",,,,
154250,Sulfonylurea,"glipizide, Zhuhai United Laboratories",,,,
154415,Sulfonylurea,"glipizide, Nanjing Easeheal Pharmaceutical",,,,
154997,Sulfonylurea,"gliclazide sustained-release, Yichang Humanwell Pharmaceutical",,,,
155567,Sulfonylurea,"glipizide, Shanghai Pharma Sine Pharmaceutical",,,,
157785,Sulfonylurea,"glibenclamide + metformin, Atoll LLC",,,,
157870,Sulfonylurea,"gliclazide MR, Vellpharm",,,,
159744,Sulfonylurea,Glymide,,,,
160064,Sulfonylurea,"glimepiride,  Samik Pharmaceutical",,,,
160390,Sulfonylurea,Glime,,,,
160506,Sulfonylurea,"glimepiride, Pharvis Korea",,,,
160666,Sulfonylurea,"gliclazide MR, Vertex",,,,
160726,Sulfonylurea,Dyryl,,,,
162421,Sulfonylurea,"gliclazide, Guangdong Huanan Pharmaceutical Group Co.",,,,
162814,Sulfonylurea,"gliquidone, Eastantai Pharmaceutical Co.",,,,
162865,Sulfonylurea,"glimepiride + voglibose + metformin, Aprica Healthcare",,,,
163938,Sulfonylurea,"glimepiride + metformin, Beijing Hanmi Pharmaceutical Co.",,,,
166051,Sulfonylurea,Sil-Norboral,,,,
166145,Sulfonylurea,"gliclazide, Beijing Wansheng Pharmaceutical Co",,,,
166456,Sulfonylurea,"glimepiride + metformin, Huazhong Pharmaceutical Co.",,,,
167984,Sulfonylurea,"glipizide, Beijing Honglin Pharmaceutical",,,,
169490,Sulfonylurea,"glyburide, Pro Doc",,,,
169579,Sulfonylurea,"gliclazide, International Bio Services",,,,
171774,Sulfonylurea,"gliclazide (sustained-release), Tianjin Junan Biological Pharmaceutical Co.",,,,
173059,Sulfonylurea,Aberin,,,,
174555,Sulfonylurea,"glipizide, Shijiazhuang Yiling Pharmaceutical Co.",,,,
176046,Sulfonylurea,"gliquidone, Shijiazhuang Yiling Pharmaceutical Co.",,,,
176167,Sulfonylurea,"gliclazide (sustained-release), Tianjin Zhongxin Pharmaceutical Group Co., Ltd. Xinxin Pharmaceutical Factory",,,,
176615,Sulfonylurea,"glipizide, Shijiazhuang Yiling Pharmaceutical Co",,,,
177315,Sulfonylurea,Glynor,,,,
177496,Sulfonylurea,"glipizide, Haikou Qili Pharmaceutical Co",,,,
179398,Sulfonylurea,"Glimepiride, Shandong Danhong Pharmaceutical Co.",,,,
182277,Sulfonylurea,Dimaryl,,,,
182602,Sulfonylurea,"glimepiride, Farmak",,,,
182822,Sulfonylurea,"gliclazide, Chengdu Hengrui Pharmaceutical Co.",,,,
182934,Sulfonylurea,"gliclazide (sustained-release), Shanghai Fosun Pharmaceutical (Group) Co./Wanbang Biopharmaceuticals Co./Jiangsu Huanghe Pharmaceutical Co.",,,,
182936,Sulfonylurea,"glipizide, Disha Pharmaceutical Group",,,,
183356,Sulfonylurea,"glipizide + metformin hydrochloride, Beijing SHKB Pharmaceutical Co.",,,,
183715,Sulfonylurea,"gliclazide, Ningbo Krka Menovo Pharmaceutical",,,,
184342,Sulfonylurea,"Gliclazide (modified-release), PFK Renewal JSC",,,,
184540,Sulfonylurea,TARO-GLICLAZIDE MR,,,,
184774,Sulfonylurea,"Gliclazide (modified-release), Mint Pharmaceuticals",,,,
187549,Sulfonylurea,"gliclazide, Jiangxi Pharmaceutical Co.",,,,
188072,Sulfonylurea,"glipizide + metformin, Disha Pharmaceutical Group",,,,
188907,Sulfonylurea,"glibenclamide + metformin, JSC North Star",,,,
189754,Sulfonylurea,"gliclazide, Tianjin Huairen Pharmaceutical Co.",,,,
189851,Sulfonylurea,"glipizide, Yangtze River Pharmaceutical Group",,,,
190264,Sulfonylurea,"glipizide, Shanghai Anbison Lab. Co.",,,,
190549,Sulfonylurea,"gliclazide, Shandong Lukang Pharmaceutical Co.",,,,
191309,Sulfonylurea,Glimaday Forte,,,,
193111,Sulfonylurea,"Gliclazide, Centaur Pharmaceuticals",,,,
196730,Sulfonylurea,"glimepiride + voglibose + metformin, Inventia Healthcare",,,,
196734,Sulfonylurea,"glimepiride + metformin, Inventia Healthcare",,,,
196890,Sulfonylurea,"glipizide, Zibo Wanjie Pharmaceutical Co.",,,,
197400,Sulfonylurea,"Glimepiride + Vildagliptin + Metformin, Laboratorios Silanes",,,,
199083,Sulfonylurea,"glimepiride, HLB Pharmaceutical",,,,
199415,Sulfonylurea,"glipizide, Shandong Renhetang Pharmaceutical Co.",,,,
199970,Sulfonylurea,"gliclazide, CR Double-Crane Pharmaceuticals Co./CR Shuanghe Limin Pharmaceutical (Jinan) Co.",,,,
200052,Sulfonylurea,"glibenclamide, Jiangsu Aosaikang Pharmaceutical Co. glibenclamide, Jiangsu Aosaikang Pharmaceutical Co.",,,,
200491,Sulfonylurea,Diamicron XR MEX 500,,,,
200492,Sulfonylurea,"gliclazide + metformin hydrochloride, Dr. Reddys Laboratories",,,,
201135,Sulfonylurea,"glipizide, Shandong Lukang Pharmaceutical Co.",,,,
202838,Sulfonylurea,"gliclazide sustained-release, Haisco Pharmaceutical Group Co",,,,
204738,Sulfonylurea,"glimepiride, Pranapharm",,,,
205797,Sulfonylurea,"gliclazid, Sigillata Limited",,,,
206660,Sulfonylurea,"gliclazide, Actoverco",,,,
207155,Sulfonylurea,"sitagliptin + metformin + glimepiride, Sun Pharmaceutical",,,,
1329,Bone resorption inhibitor,alendronate,,,,
2038,Bone resorption inhibitor,atiprimod dimaleate,,,,
4133,Bone resorption inhibitor,"calcitonin, Novartis",,,,
4153,Bone resorption inhibitor,"calcitonin, injectable, Unigene",,,,
4345,Bone resorption inhibitor,odanacatib,,,,
4757,Bone resorption inhibitor,"clodronate disodium, Abiogen",,,,
4758,Bone resorption inhibitor,"clodronate disodium, Leiras",,,,
5769,Bone resorption inhibitor,pamidronate,,,,
5770,Bone resorption inhibitor,"disodium pamidronate, Gador",,,,
6687,Bone resorption inhibitor,etidronate disodium,,,,
7852,Bone resorption inhibitor,gallium nitrate,,,,
9015,Bone resorption inhibitor,ibandronic acid,,,,
9640,Bone resorption inhibitor,ipriflavone,,,,
12884,Bone resorption inhibitor,neridronic acid,,,,
13432,Bone resorption inhibitor,olpadronic acid,,,,
13498,Bone resorption inhibitor,denosumab,,,,
15715,Bone resorption inhibitor,risedronate sodium,,,,
16642,Bone resorption inhibitor,apomine,,,,
17270,Bone resorption inhibitor,strontium ranelate,,,,
17811,Bone resorption inhibitor,bazedoxifene acetate,,,,
18237,Bone resorption inhibitor,tiludronic acid,,,,
19117,Bone resorption inhibitor,menatetrenone,,,,
19508,Bone resorption inhibitor,minodronic acid,,,,
19722,Bone resorption inhibitor,zoledronic acid,,,,
23528,Bone resorption inhibitor,"calcitonin, oral, Biocon",,,,
24249,Bone resorption inhibitor,"calcitonin, oral, Emisphere",,,,
24985,Bone resorption inhibitor,gallium maltolate,,,,
25838,Bone resorption inhibitor,DW-1141,,,,
26125,Bone resorption inhibitor,MIV-701,,,,
26886,Bone resorption inhibitor,balicatib,,,,
28187,Bone resorption inhibitor,relacatib,,,,
28531,Bone resorption inhibitor,"calcitonin, oral, Unigene",,,,
28532,Bone resorption inhibitor,"calcitonin, nasal, Unigene",,,,
28986,Bone resorption inhibitor,alendronate sodium once-weekly,,,,
31448,Bone resorption inhibitor,"gallium, oral, Genta",,,,
32567,Bone resorption inhibitor,"calcitonin, oral, Bone Medical",,,,
32587,Bone resorption inhibitor,"alendronate sodium, Merrion",,,,
32811,Bone resorption inhibitor,"bone therapeutics, Emisphere",,,,
32983,Bone resorption inhibitor,alendronate sodium + vitamin D,,,,
34484,Bone resorption inhibitor,AFG-495,,,,
35545,Bone resorption inhibitor,NC-2300,,,,
35788,Bone resorption inhibitor,"zoledronic acid, oral, Merrion",,,,
36331,Bone resorption inhibitor,"strontium malonate, Osteologix",,,,
36745,Bone resorption inhibitor,ONO-5334,,,,
38914,Bone resorption inhibitor,BHQ-880,,,,
39511,Bone resorption inhibitor,"zoledronic acid, once-yearly",,,,
39601,Bone resorption inhibitor,"alendronate sodium iv, Teijin",,,,
41738,Bone resorption inhibitor,PP-203,,,,
42893,Bone resorption inhibitor,"alendronate, effervescent, EffRx",,,,
57847,Bone resorption inhibitor,calcitonin,,,,
58312,Bone resorption inhibitor,"clodronate  (injectable), unspecified",,,,
58316,Bone resorption inhibitor,"calcitonin, Nastech",,,,
58322,Bone resorption inhibitor,Elcatonin (IV),,,,
58331,Bone resorption inhibitor,ibandronate (once-weekly),,,,
58344,Bone resorption inhibitor,"calcitonin, West pharmaceutical Services",,,,
58456,Bone resorption inhibitor,undisclosed - oral bisphosphonate,,,,
58586,Bone resorption inhibitor,undisclosed - bisphosphonate (IV),,,,
58605,Bone resorption inhibitor,"risedronate (once-weekly, extended release)",,,,
58747,Bone resorption inhibitor,"alendronate/vitamin D3, Yuyu",,,,
58811,Bone resorption inhibitor,undisclosed - bisphosphonate (monthly),,,,
59281,Bone resorption inhibitor,D-003,,,,
59897,Bone resorption inhibitor,undisclosed - antiresorptive,,,,
59929,Bone resorption inhibitor,"alendronate sodium, Hanmi",,,,
60982,Bone resorption inhibitor,undisclosed - bisphosphonate (SC),,,,
61049,Bone resorption inhibitor,calcitonin-salmon (injectable - IV),,,,
63718,Bone resorption inhibitor,"alendronate sodium, Mylan",,,,
64036,Bone resorption inhibitor,"alendronate sodium, Daiichi Sankyo/Ranbaxy",,,,
66282,Bone resorption inhibitor,"alendronate sodium, Dr Reddy's",,,,
66885,Bone resorption inhibitor,"strontium ranelate/vitamin D3, Servier",,,,
68079,Bone resorption inhibitor,"risedronic acid sodium, delayed-release, Warner Chilcott",,,,
68883,Bone resorption inhibitor,"calcitonin, nasal, Glenmark",,,,
69308,Bone resorption inhibitor,"calcitonin, TransPharma",,,,
70923,Bone resorption inhibitor,disodium clodronate + lidocaine 1%,,,,
73158,Bone resorption inhibitor,"ibandronate sodium + vitamin D3, DreamPharma",,,,
73923,Bone resorption inhibitor,Salco,,,,
74742,Bone resorption inhibitor,"zoledronic acid, Thar Pharmaceuticals",,,,
76834,Bone resorption inhibitor,"alendronate + dextran + guanidine, DexTech Medical",,,,
77039,Bone resorption inhibitor,"clodronate (oral), unspecified",,,,
77040,Bone resorption inhibitor,"clodronic acid, unspecified",,,,
77450,Bone resorption inhibitor,"ibandronate sodium, Dr.Reddy's",,,,
77533,Bone resorption inhibitor,"alendronic acid, Teva",,,,
78317,Bone resorption inhibitor,"risedronate + cholecalciferol, Hanlim Pharm",,,,
78328,Bone resorption inhibitor,"risedronate, Hanlim Pharm",,,,
79432,Bone resorption inhibitor,"alendronate sodium (once weekly), unspecified",,,,
81599,Bone resorption inhibitor,"Sedron, Richter Gedeon",,,,
